2017-01-01,916.938000000,953.899000000,907.830000000,946.754000000,6509.071534760000
2017-01-02,947.210000000,984.011000000,943.000000000,971.760000000,10359.898811380000
2017-01-03,972.960000000,995.900000000,960.200000000,994.010000000,7976.855283090000
2017-01-04,994.010000000,1089.000000000,993.069000000,1069.600000000,21457.331901360000
2017-01-05,1069.777000000,1087.430000000,895.200000000,948.800000000,33117.821991590000
2017-01-06,948.800000000,978.999000000,827.720000000,852.690000000,24215.029601490000
2017-01-07,852.690000000,862.117000000,771.000000000,862.117000000,19180.757921700000
2017-01-08,862.426000000,891.840000000,844.230000000,868.999000000,8219.538627320000
2017-01-09,868.000000000,868.000000000,831.691000000,858.000000000,7449.442525430000
2017-01-10,858.824000000,874.000000000,854.381000000,863.612000000,5309.588049870000
2017-01-11,865.000000000,876.000000000,741.000000000,749.216000000,24876.273258170000
2017-01-12,750.998000000,791.220000000,716.312000000,764.990000000,18424.713841380000
2017-01-13,764.990000000,791.220000000,737.780000000,783.497000000,11167.617069690000
2017-01-14,783.525000000,797.300000000,763.113000000,770.930000000,5603.219552620000
2017-01-15,770.930000000,783.369000000,765.000000000,777.989000000,3263.657320880000
2017-01-16,777.989000000,799.000000000,770.111000000,792.666000000,6631.924263360000
2017-01-17,794.274000000,859.000000000,790.496000000,853.484000000,12539.418264530000
2017-01-18,853.485000000,860.000000000,803.280000000,843.000000000,11921.554884820000
2017-01-19,843.000000000,855.000000000,832.491000000,844.421000000,7329.721958430000
2017-01-20,846.520000000,850.000000000,830.000000000,840.772000000,4581.635890890000
2017-01-21,840.697000000,870.866000000,839.440000000,864.000000000,5217.307129220000
2017-01-22,864.020000000,879.999000000,837.111000000,867.710000000,8909.254178430000
2017-01-23,867.916000000,873.660000000,852.690000000,856.950000000,4436.069716750000
2017-01-24,857.160000000,865.769000000,830.100000000,830.974000000,10296.398838910000
2017-01-25,831.000000000,843.990000000,830.223000000,836.000000000,4365.290840580000
2017-01-26,835.990000000,863.940000000,834.000000000,858.191000000,4988.566899550000
2017-01-27,858.191000000,870.269000000,852.890000000,861.599000000,4132.767786290000
2017-01-28,861.600000000,865.770000000,860.120000000,861.999000000,1560.634632800000
2017-01-29,861.999000000,862.990000000,853.260000000,855.030000000,1986.341797780000
2017-01-30,856.107000000,866.340000000,848.159000000,859.960000000,4483.344803290000
2017-01-31,860.028000000,901.249000000,859.160000000,898.860000000,8388.001411230000
2017-02-01,898.860000000,919.850000000,896.570000000,919.850000000,7231.431685890000
2017-02-02,919.849000000,942.479000000,908.100000000,939.096000000,7188.512129090000
2017-02-03,939.100000000,957.312000000,923.840000000,945.900000000,10127.636486010000
2017-02-04,945.900000000,967.416000000,933.000000000,959.010000000,6455.457160440000
2017-02-05,959.700000000,959.700000000,935.000000000,943.600000000,4880.323228840000
2017-02-06,943.889000000,959.700000000,940.000000000,952.918000000,4464.484924010000
2017-02-07,953.690000000,990.000000000,952.720000000,988.527000000,8456.104300590000
2017-02-08,988.490000000,1000.120000000,963.319000000,987.579000000,10989.310748450000
2017-02-09,987.468000000,1007.480000000,847.999000000,926.486000000,24106.615649430000
2017-02-10,926.486000000,949.000000000,886.000000000,939.765000000,11173.535049170000
2017-02-11,940.077000000,956.700000000,935.000000000,949.896000000,3834.745298470000
2017-02-12,949.895000000,953.000000000,940.300000000,945.879000000,2371.354849860000
2017-02-13,945.879000000,948.990000000,916.939000000,943.504000000,5024.597990410000
2017-02-14,943.504000000,964.160000000,935.440000000,955.661000000,7159.444230140000
2017-02-15,958.170000000,965.000000000,951.950000000,958.310000000,3874.566757310000
2017-02-16,959.200000000,988.890000000,958.110000000,979.980000000,6206.488205220000
2017-02-17,979.862000000,999.828000000,975.000000000,991.917000000,6530.572159470000
2017-02-18,991.917000000,1005.381000000,989.775000000,997.809000000,5375.209042300000
2017-02-19,997.609000000,999.799000000,976.990000000,991.000000000,3334.947853070000
2017-02-20,991.000000000,1024.970000000,985.190000000,1019.010000000,6374.649055510000
2017-02-21,1019.010000000,1063.870000000,1015.780000000,1062.990000000,11658.826638290000
2017-02-22,1062.990000000,1074.219000000,1046.680000000,1064.959000000,8117.265749450000
2017-02-23,1064.968000000,1124.484000000,1062.480000000,1114.100000000,10957.658700480000
2017-02-24,1114.100000000,1147.230000000,1071.100000000,1120.000000000,17208.310361610000
2017-02-25,1119.099000000,1122.100000000,1072.430000000,1089.340000000,7938.338829880000
2017-02-26,1089.310000000,1118.246000000,1073.140000000,1108.000000000,5860.132768440000
2017-02-27,1110.689000000,1125.000000000,1104.449000000,1123.390000000,5682.185406210000
2017-02-28,1123.390000000,1134.220000000,1109.500000000,1117.880000000,7328.553368960000
2017-03-01,1117.877000000,1164.000000000,1114.100000000,1154.304000000,8144.994524460000
2017-03-02,1155.989000000,1200.090000000,1140.549000000,1192.500000000,10653.870278570000
2017-03-03,1192.549000000,1225.000000000,1180.618600000,1209.730000000,11023.511783660000
2017-03-04,1209.728000000,1209.990000000,1157.770000000,1188.002000000,7195.138406830000
2017-03-05,1188.002000000,1197.095000000,1167.500000000,1191.690000000,3743.394673280000
2017-03-06,1191.688000000,1213.000000000,1184.712000000,1208.250000000,4793.045277310000
2017-03-07,1206.000000000,1208.900000000,1128.010000000,1164.400000000,14334.530609860000
2017-03-08,1164.699000000,1173.330000000,1063.000000000,1066.223000000,18479.489433740000
2017-03-09,1066.222000000,1137.720000000,1059.830000000,1126.311000000,11808.427261660000
2017-03-10,1126.000000000,1227.450000000,952.931000000,1044.121000000,31296.463864470000
