Date,Open,High,Low,Close,Volume
28-Oct-16,130.50,132.97,129.93,131.29,24545547
27-Oct-16,131.74,131.80,129.27,129.69,16741393
26-Oct-16,131.64,132.26,130.94,131.04,13084731
25-Oct-16,133.50,133.50,132.22,132.29,13336787
